project_id,owner.login,name,description,url,createdAt,archivedAt,autoMergeAllowed,assignableUsers.totalCount,primary_language,primary_language_ratio,secondary_language,secondary_language_ratio,other_languages,stargazers.totalCount,mirrorUrl,#cmt,#pr,#mpr
5b45f6670da3ef0712a85125,apache,nutch,Apache Nutch is an extensible and scalable web crawler,https://github.com/apache/nutch,2009-05-21T01:17:48Z,None,False,15,Java,0.97,HTML,0.02,"['Shell', 'Dockerfile', 'XSLT', 'Rich Text Format', 'JavaScript']",2965,None,3532,546,366
5b4853f80da3ef0712a85127,apache,tika,"The Apache Tika toolkit detects and extracts metadata and text from over a thousand different file types (such as PPT, XLS, and PDF).",https://github.com/apache/tika,2009-05-21T02:12:11Z,None,False,22,Java,0.80,Rich Text Format,0.17,"['HTML', 'Python', 'Shell', 'MATLAB', 'Groovy', 'JavaScript']",2691,None,4933,394,190
5b62dc8b0da3ef049126bdb8,apache,deltaspike,Mirror of Apache Deltaspike,https://github.com/apache/deltaspike,2013-06-04T07:00:12Z,None,False,15,Java,0.97,HTML,0.02,"['JavaScript', 'Shell']",151,None,2311,112,42
5b7ad7860da3ef049126bdbb,apache,systemds,An open source ML system for the end-to-end data science lifecycle,https://github.com/apache/systemds,2015-11-10T08:00:06Z,None,False,16,Java,0.87,Python,0.05,"['R', 'Shell', 'Cuda', 'TypeScript', 'C++', 'Batchfile']",1039,None,6196,0,0
5b89102a0da3ef04920e02fe,apache,lens,Mirror of Apache Lens,https://github.com/apache/lens,2014-11-12T08:00:06Z,2021-05-12T02:22:45Z,False,6,Java,0.91,JavaScript,0.07,"['Shell', 'Python', 'HTML', 'TSQL', 'CSS', 'Dockerfile']",60,None,2418,36,5
5bdb01850da3ef21a58b3377,apache,knox,Mirror of Apache Knox,https://github.com/apache/knox,2014-03-01T08:00:06Z,None,False,11,Java,0.92,TypeScript,0.04,"['HTML', 'CSS', 'Shell', 'Groovy', 'JavaScript', 'Dockerfile']",193,None,2069,382,308
5b6446e40da3ef048efc47dd,apache,jspwiki,"Apache JSPWiki is a leading open source WikiWiki engine, feature-rich and built around standard JEE components (Java, servlets, JSP)",https://github.com/apache/jspwiki,2009-03-27T15:41:58Z,None,False,10,Java,0.77,JavaScript,0.10,"['Less', 'HTML', 'CSS', 'Dockerfile', 'Shell', 'Batchfile']",106,None,8809,23,15
5c3f09db0da3ef512137483f,apache,manifoldcf,Mirror of Apache ManifoldCF,https://github.com/apache/manifoldcf,2012-06-22T07:00:16Z,None,False,7,Java,0.89,HTML,0.05,"['Less', 'JavaScript', 'Python', 'Shell', 'C', 'Batchfile']",78,None,5936,33,0
5c5012230da3ef08914b280e,apache,eagle,Mirror of Apache Eagle,https://github.com/apache/eagle,2015-11-18T08:00:06Z,2021-05-12T02:22:41Z,False,4,Java,0.91,JavaScript,0.05,"['HTML', 'Shell', 'Python', 'CSS', 'TSQL', 'Scala']",409,None,1119,1005,22
5caee5640da3ef745ec4cc84,apache,santuario-java,Mirror of Apache Santuario Java,https://github.com/apache/santuario-java,2011-07-23T07:00:31Z,2020-05-26T11:08:19Z,False,4,Java,0.51,HTML,0.49,"['Shell', 'XSLT', 'Batchfile', 'Makefile']",25,None,3376,27,0
5b0fa95e0da3ef431af80833,apache,kafka,Mirror of Apache Kafka,https://github.com/apache/kafka,2011-08-15T18:06:16Z,None,False,68,Java,0.84,Scala,0.13,"['Python', 'Shell', 'Roff', 'Batchfile', 'Dockerfile', 'XSLT']",29310,None,6971,9833,3728
5b110ee90da3ef05a99f0de6,apache,zeppelin,"Web-based notebook that enables data-driven, interactive data analytics and collaborative documents with SQL, Scala and more.",https://github.com/apache/zeppelin,2015-03-25T07:00:06Z,None,False,13,Java,0.60,Jupyter Notebook,0.15,"['JavaScript', 'TypeScript', 'HTML', 'Scala', 'Python', 'Less']",6450,None,4735,4011,24
5b2225520da3ef3e52ece5e2,apache,struts,"Apache Struts is a free, open-source, MVC framework for creating elegant, modern Java web applications",https://github.com/apache/struts,2014-01-15T08:00:08Z,None,False,13,Java,0.88,HTML,0.09,"['FreeMarker', 'JavaScript', 'XSLT', 'CSS']",1308,None,6080,465,377
